"";"date";"country";"confirmed";"death";"recovered"
"519";2020-03-20;"Colombia";26;0;0
"520";2020-03-21;"Colombia";68;0;0
"521";2020-03-22;"Colombia";35;2;2
"522";2020-03-23;"Colombia";46;1;0
"523";2020-03-24;"Colombia";101;0;3
"524";2020-03-25;"Colombia";92;1;2
"525";2020-03-26;"Colombia";21;2;0
"526";2020-03-27;"Colombia";48;0;2
"527";2020-03-28;"Colombia";69;0;0
"528";2020-03-29;"Colombia";94;4;0
"529";2020-03-30;"Colombia";96;2;5
"530";2020-03-31;"Colombia";108;4;16
"531";2020-04-01;"Colombia";159;1;8
"532";2020-04-02;"Colombia";96;2;16
"533";2020-04-03;"Colombia";106;6;0
"534";2020-04-04;"Colombia";139;7;30
"535";2020-04-05;"Colombia";79;3;3
"536";2020-04-06;"Colombia";94;11;0
"537";2020-04-07;"Colombia";201;4;12
"538";2020-04-08;"Colombia";274;4;23
"539";2020-04-09;"Colombia";169;15;51
"540";2020-04-10;"Colombia";250;11;23
"541";2020-04-11;"Colombia";236;20;17
"542";2020-04-12;"Colombia";67;9;56
"543";2020-04-13;"Colombia";76;3;49
"544";2020-04-14;"Colombia";127;15;35
"545";2020-04-15;"Colombia";126;4;98
"546";2020-04-16;"Colombia";128;13;98
"547";2020-04-17;"Colombia";206;9;84
"548";2020-04-18;"Colombia";0;0;0
"549";2020-04-19;"Colombia";353;26;77
"550";2020-04-20;"Colombia";185;10;93
"551";2020-04-21;"Colombia";172;7;0
"552";2020-04-22;"Colombia";207;10;66
"553";2020-04-23;"Colombia";205;9;57
"554";2020-04-24;"Colombia";320;10;76
"555";2020-04-25;"Colombia";261;8;64
"556";2020-04-26;"Colombia";237;11;66
"557";2020-04-27;"Colombia";218;9;77
"558";2020-04-28;"Colombia";352;16;58
"559";2020-04-29;"Colombia";258;9;143
"560";2020-04-30;"Colombia";300;15;28
"561";2020-05-01;"Colombia";499;21;112
"562";2020-05-02;"Colombia";279;10;115
"563";2020-05-03;"Colombia";383;16;56
"564";2020-05-04;"Colombia";305;18;85
"565";2020-05-05;"Colombia";640;20;206
"566";2020-05-06;"Colombia";346;19;135
"567";2020-05-07;"Colombia";497;10;152
"568";2020-05-08;"Colombia";595;21;124
"569";2020-05-09;"Colombia";444;17;145
"570";2020-05-10;"Colombia";568;18;136
"571";2020-05-11;"Colombia";550;16;120
"572";2020-05-12;"Colombia";659;14;146
"573";2020-05-13;"Colombia";658;16;162
"574";2020-05-14;"Colombia";680;16;225
"575";2020-05-15;"Colombia";606;21;102
"576";2020-01-22;"Ecuador";0;0;0
"577";2020-01-23;"Ecuador";0;0;0
"578";2020-01-24;"Ecuador";0;0;0
"579";2020-01-25;"Ecuador";0;0;0
"580";2020-01-26;"Ecuador";0;0;0
"581";2020-01-27;"Ecuador";0;0;0
"582";2020-01-28;"Ecuador";0;0;0
"583";2020-01-29;"Ecuador";0;0;0
"584";2020-01-30;"Ecuador";0;0;0
"585";2020-01-31;"Ecuador";0;0;0
"586";2020-02-01;"Ecuador";0;0;0
"587";2020-02-02;"Ecuador";0;0;0
"588";2020-02-03;"Ecuador";0;0;0
"589";2020-02-04;"Ecuador";0;0;0
"590";2020-02-05;"Ecuador";0;0;0
"591";2020-02-06;"Ecuador";0;0;0
"592";2020-02-07;"Ecuador";0;0;0
"593";2020-02-08;"Ecuador";0;0;0
"594";2020-02-09;"Ecuador";0;0;0
"595";2020-02-10;"Ecuador";0;0;0
"596";2020-02-11;"Ecuador";0;0;0
"597";2020-02-12;"Ecuador";0;0;0
"598";2020-02-13;"Ecuador";0;0;0
"599";2020-02-14;"Ecuador";0;0;0
"600";2020-02-15;"Ecuador";0;0;0
"601";2020-02-16;"Ecuador";0;0;0
"602";2020-02-17;"Ecuador";0;0;0
"603";2020-02-18;"Ecuador";0;0;0
"604";2020-02-19;"Ecuador";0;0;0
"605";2020-02-20;"Ecuador";0;0;0
"606";2020-02-21;"Ecuador";0;0;0
"607";2020-02-22;"Ecuador";0;0;0
"608";2020-02-23;"Ecuador";0;0;0
"609";2020-02-24;"Ecuador";0;0;0
"610";2020-02-25;"Ecuador";0;0;0
"611";2020-02-26;"Ecuador";0;0;0
"612";2020-02-27;"Ecuador";0;0;0
"613";2020-02-28;"Ecuador";0;0;0
"614";2020-02-29;"Ecuador";0;0;0
"615";2020-03-01;"Ecuador";6;0;0
"616";2020-03-02;"Ecuador";0;0;0
"617";2020-03-03;"Ecuador";1;0;0
"618";2020-03-04;"Ecuador";3;0;0
"619";2020-03-05;"Ecuador";3;0;0
"620";2020-03-06;"Ecuador";0;0;0
"621";2020-03-07;"Ecuador";0;0;0
"622";2020-03-08;"Ecuador";1;0;0
"623";2020-03-09;"Ecuador";1;0;0
"624";2020-03-10;"Ecuador";0;0;0
"625";2020-03-11;"Ecuador";2;0;0
"626";2020-03-12;"Ecuador";0;0;0
"627";2020-03-13;"Ecuador";0;0;0
"628";2020-03-14;"Ecuador";11;2;0
"629";2020-03-15;"Ecuador";0;0;0
"630";2020-03-16;"Ecuador";9;0;0
"631";2020-03-17;"Ecuador";21;0;0
"632";2020-03-18;"Ecuador";53;0;0
"633";2020-03-19;"Ecuador";88;1;0
"634";2020-03-20;"Ecuador";168;2;0
"635";2020-03-21;"Ecuador";139;2;3
"636";2020-03-22;"Ecuador";283;7;0
"637";2020-03-23;"Ecuador";192;4;0
"638";2020-03-24;"Ecuador";101;9;0
"639";2020-03-25;"Ecuador";91;1;0
"640";2020-03-26;"Ecuador";230;6;0
"641";2020-03-27;"Ecuador";192;2;0
"642";2020-03-28;"Ecuador";228;12;0
"643";2020-03-29;"Ecuador";101;10;0
"644";2020-03-30;"Ecuador";38;2;0
"645";2020-03-31;"Ecuador";278;15;51
"646";2020-04-01;"Ecuador";508;18;4
"647";2020-04-02;"Ecuador";415;27;7
"648";2020-04-03;"Ecuador";205;25;0
"649";2020-04-04;"Ecuador";97;27;35
"650";2020-04-05;"Ecuador";181;8;0
"651";2020-04-06;"Ecuador";101;11;0
"652";2020-04-07;"Ecuador";0;0;0
"653";2020-04-08;"Ecuador";703;51;40
"654";2020-04-09;"Ecuador";515;30;199
"655";2020-04-10;"Ecuador";2196;25;29
"656";2020-04-11;"Ecuador";96;18;43
"657";2020-04-12;"Ecuador";209;18;90
"658";2020-04-13;"Ecuador";63;22;96
"659";2020-04-14;"Ecuador";74;14;99
"660";2020-04-15;"Ecuador";255;19;84
"661";2020-04-16;"Ecuador";367;15;58
"662";2020-04-17;"Ecuador";225;18;0
"663";2020-04-18;"Ecuador";572;35;170
"664";2020-04-19;"Ecuador";446;18;53
"665";2020-04-20;"Ecuador";660;33;89
"666";2020-04-21;"Ecuador";270;13;57
"667";2020-04-22;"Ecuador";452;17;55
"668";2020-04-23;"Ecuador";333;23;66
"669";2020-04-24;"Ecuador";11536;16;38
"670";2020-04-25;"Ecuador";0;0;0
"671";2020-04-26;"Ecuador";0;0;0
"672";2020-04-27;"Ecuador";521;87;191
"673";2020-04-28;"Ecuador";1018;208;0
"674";2020-04-29;"Ecuador";417;12;0
"675";2020-04-30;"Ecuador";259;17;1
"676";2020-05-01;"Ecuador";1402;163;355
"677";2020-05-02;"Ecuador";1128;308;219
"678";2020-05-03;"Ecuador";2074;193;1168
"679";2020-05-04;"Ecuador";2343;5;133
"680";2020-05-05;"Ecuador";0;0;0
"681";2020-05-06;"Ecuador";0;49;0
"682";2020-05-07;"Ecuador";-1583;36;0
"683";2020-05-08;"Ecuador";-1480;50;0
"684";2020-05-09;"Ecuador";253;13;0
"685";2020-05-10;"Ecuador";488;410;0
"686";2020-05-11;"Ecuador";-50;18;0
"687";2020-05-12;"Ecuador";910;182;0
"688";2020-05-13;"Ecuador";67;7;0
"689";2020-05-14;"Ecuador";16;4;0
"690";2020-05-15;"Ecuador";965;256;0
"691";2020-01-22;"Paraguay";0;0;0
"692";2020-01-23;"Paraguay";0;0;0
"693";2020-01-24;"Paraguay";0;0;0
"694";2020-01-25;"Paraguay";0;0;0
"695";2020-01-26;"Paraguay";0;0;0
"696";2020-01-27;"Paraguay";0;0;0
"697";2020-01-28;"Paraguay";0;0;0
"698";2020-01-29;"Paraguay";0;0;0
"699";2020-01-30;"Paraguay";0;0;0
"700";2020-01-31;"Paraguay";0;0;0
"701";2020-02-01;"Paraguay";0;0;0
"702";2020-02-02;"Paraguay";0;0;0
"703";2020-02-03;"Paraguay";0;0;0
"704";2020-02-04;"Paraguay";0;0;0
"705";2020-02-05;"Paraguay";0;0;0
"706";2020-02-06;"Paraguay";0;0;0
"707";2020-02-07;"Paraguay";0;0;0
"708";2020-02-08;"Paraguay";0;0;0
"709";2020-02-09;"Paraguay";0;0;0
"710";2020-02-10;"Paraguay";0;0;0
"711";2020-02-11;"Paraguay";0;0;0
"712";2020-02-12;"Paraguay";0;0;0
"713";2020-02-13;"Paraguay";0;0;0
"714";2020-02-14;"Paraguay";0;0;0
"715";2020-02-15;"Paraguay";0;0;0
"716";2020-02-16;"Paraguay";0;0;0
"717";2020-02-17;"Paraguay";0;0;0
"718";2020-02-18;"Paraguay";0;0;0
"719";2020-02-19;"Paraguay";0;0;0
"720";2020-02-20;"Paraguay";0;0;0
"721";2020-02-21;"Paraguay";0;0;0
"722";2020-02-22;"Paraguay";0;0;0
"723";2020-02-23;"Paraguay";0;0;0
"724";2020-02-24;"Paraguay";0;0;0
"725";2020-02-25;"Paraguay";0;0;0
"726";2020-02-26;"Paraguay";0;0;0
"727";2020-02-27;"Paraguay";0;0;0
"728";2020-02-28;"Paraguay";0;0;0
"729";2020-02-29;"Paraguay";0;0;0
"730";2020-03-01;"Paraguay";0;0;0
"731";2020-03-02;"Paraguay";0;0;0
"732";2020-03-03;"Paraguay";0;0;0
"733";2020-03-04;"Paraguay";0;0;0
"734";2020-03-05;"Paraguay";0;0;0
"735";2020-03-06;"Paraguay";0;0;0
"736";2020-03-07;"Paraguay";0;0;0
"737";2020-03-08;"Paraguay";1;0;0
"738";2020-03-09;"Paraguay";0;0;0
"739";2020-03-10;"Paraguay";0;0;0
"740";2020-03-11;"Paraguay";4;0;0
"741";2020-03-12;"Paraguay";0;0;0
"742";2020-03-13;"Paraguay";1;0;0
"743";2020-03-14;"Paraguay";0;0;0
"744";2020-03-15;"Paraguay";0;0;0
"745";2020-03-16;"Paraguay";2;0;0
"746";2020-03-17;"Paraguay";1;0;0
"747";2020-03-18;"Paraguay";2;0;0
"748";2020-03-19;"Paraguay";0;0;0
"749";2020-03-20;"Paraguay";2;0;0
"750";2020-03-21;"Paraguay";5;1;0
"751";2020-03-22;"Paraguay";4;0;0
"752";2020-03-23;"Paraguay";0;0;0
"753";2020-03-24;"Paraguay";5;1;0
"754";2020-03-25;"Paraguay";10;1;0
"755";2020-03-26;"Paraguay";4;0;0
"756";2020-03-27;"Paraguay";11;0;1
"757";2020-03-28;"Paraguay";4;0;0
"758";2020-03-29;"Paraguay";3;0;0
"759";2020-03-30;"Paraguay";5;0;0
"760";2020-03-31;"Paraguay";1;0;0
"761";2020-04-01;"Paraguay";4;0;0
"762";2020-04-02;"Paraguay";8;0;1
"763";2020-04-03;"Paraguay";15;0;4
"764";2020-04-04;"Paraguay";4;0;6
"765";2020-04-05;"Paraguay";8;0;0
"766";2020-04-06;"Paraguay";9;2;0
"767";2020-04-07;"Paraguay";2;0;3
"768";2020-04-08;"Paraguay";4;0;0
"769";2020-04-09;"Paraguay";5;0;3
"770";2020-04-10;"Paraguay";5;1;0
"771";2020-04-11;"Paraguay";4;0;0
"772";2020-04-12;"Paraguay";1;0;4
"773";2020-04-13;"Paraguay";13;0;0
"774";2020-04-14;"Paraguay";12;1;0
"775";2020-04-15;"Paraguay";2;1;1
"776";2020-04-16;"Paraguay";13;0;7
"777";2020-04-17;"Paraguay";25;0;0
"778";2020-04-18;"Paraguay";3;0;5
"779";2020-04-19;"Paraguay";4;0;6
"780";2020-04-20;"Paraguay";2;0;5
"781";2020-04-21;"Paraguay";0;0;7
"782";2020-04-22;"Paraguay";5;1;9
"783";2020-04-23;"Paraguay";0;0;5
"784";2020-04-24;"Paraguay";10;0;11
"785";2020-04-25;"Paraguay";5;0;7
"786";2020-04-26;"Paraguay";0;0;0
"787";2020-04-27;"Paraguay";0;0;8
"788";2020-04-28;"Paraguay";11;0;9
"789";2020-04-29;"Paraguay";0;0;0
"790";2020-04-30;"Paraguay";27;1;11
"791";2020-05-01;"Paraguay";67;0;2
"792";2020-05-02;"Paraguay";37;0;4
"793";2020-05-03;"Paraguay";26;0;7
"794";2020-05-04;"Paraguay";19;0;4
"795";2020-05-05;"Paraguay";16;0;5
"796";2020-05-06;"Paraguay";9;0;7
"797";2020-05-07;"Paraguay";22;0;6
"798";2020-05-08;"Paraguay";101;0;4
"799";2020-05-09;"Paraguay";126;0;3
"800";2020-05-10;"Paraguay";24;0;10
"801";2020-05-11;"Paraguay";11;0;5
"802";2020-05-12;"Paraguay";13;0;3
"803";2020-05-13;"Paraguay";3;1;9
"804";2020-05-14;"Paraguay";14;0;2
"805";2020-05-15;"Paraguay";5;0;9
"806";2020-01-22;"Peru";0;0;0
"807";2020-01-23;"Peru";0;0;0
"808";2020-01-24;"Peru";0;0;0
"809";2020-01-25;"Peru";0;0;0
"810";2020-01-26;"Peru";0;0;0
"811";2020-01-27;"Peru";0;0;0
"812";2020-01-28;"Peru";0;0;0
"813";2020-01-29;"Peru";0;0;0
"814";2020-01-30;"Peru";0;0;0
"815";2020-01-31;"Peru";0;0;0
"816";2020-02-01;"Peru";0;0;0
"817";2020-02-02;"Peru";0;0;0
"818";2020-02-03;"Peru";0;0;0
"819";2020-02-04;"Peru";0;0;0
"820";2020-02-05;"Peru";0;0;0
"821";2020-02-06;"Peru";0;0;0
"822";2020-02-07;"Peru";0;0;0
"823";2020-02-08;"Peru";0;0;0
"824";2020-02-09;"Peru";0;0;0
"825";2020-02-10;"Peru";0;0;0
"826";2020-02-11;"Peru";0;0;0
"827";2020-02-12;"Peru";0;0;0
"828";2020-02-13;"Peru";0;0;0
"829";2020-02-14;"Peru";0;0;0
"830";2020-02-15;"Peru";0;0;0
"831";2020-02-16;"Peru";0;0;0
"832";2020-02-17;"Peru";0;0;0
"833";2020-02-18;"Peru";0;0;0
"834";2020-02-19;"Peru";0;0;0
"835";2020-02-20;"Peru";0;0;0
"836";2020-02-21;"Peru";0;0;0
"837";2020-02-22;"Peru";0;0;0
"838";2020-02-23;"Peru";0;0;0
"839";2020-02-24;"Peru";0;0;0
"840";2020-02-25;"Peru";0;0;0
"841";2020-02-26;"Peru";0;0;0
"842";2020-02-27;"Peru";0;0;0
"843";2020-02-28;"Peru";0;0;0
"844";2020-02-29;"Peru";0;0;0
"845";2020-03-01;"Peru";0;0;0
"846";2020-03-02;"Peru";0;0;0
"847";2020-03-03;"Peru";0;0;0
"848";2020-03-04;"Peru";0;0;0
"849";2020-03-05;"Peru";0;0;0
"850";2020-03-06;"Peru";1;0;0
"851";2020-03-07;"Peru";0;0;0
"852";2020-03-08;"Peru";5;0;0
"853";2020-03-09;"Peru";1;0;0
"854";2020-03-10;"Peru";4;0;0
"855";2020-03-11;"Peru";0;0;0
"856";2020-03-12;"Peru";4;0;0
"857";2020-03-13;"Peru";13;0;0
"858";2020-03-14;"Peru";10;0;0
"859";2020-03-15;"Peru";5;0;0
"860";2020-03-16;"Peru";43;0;0
"861";2020-03-17;"Peru";31;0;1
"862";2020-03-18;"Peru";28;0;0
"863";2020-03-19;"Peru";89;0;0
"864";2020-03-20;"Peru";0;3;0
"865";2020-03-21;"Peru";84;2;0
"866";2020-03-22;"Peru";45;0;0
"867";2020-03-23;"Peru";32;0;0
"868";2020-03-24;"Peru";21;2;0
"869";2020-03-25;"Peru";64;2;0
"870";2020-03-26;"Peru";100;0;13
"871";2020-03-27;"Peru";55;2;2
"872";2020-03-28;"Peru";36;5;0
"873";2020-03-29;"Peru";181;2;0
"874";2020-03-30;"Peru";98;6;37
"875";2020-03-31;"Peru";115;6;341
"876";2020-04-01;"Peru";258;8;0
"877";2020-04-02;"Peru";91;17;143
"878";2020-04-03;"Peru";181;6;0
"879";2020-04-04;"Peru";151;12;377
"880";2020-04-05;"Peru";535;10;75
"881";2020-04-06;"Peru";280;9;8
"882";2020-04-07;"Peru";393;15;304
"883";2020-04-08;"Peru";1388;14;32
"884";2020-04-09;"Peru";914;17;105
"885";2020-04-10;"Peru";641;31;131
"886";2020-04-11;"Peru";951;12;170
"887";2020-04-12;"Peru";671;12;59
"888";2020-04-13;"Peru";2265;23;844
"889";2020-04-14;"Peru";519;14;227
"890";2020-04-15;"Peru";1172;24;239
"891";2020-04-16;"Peru";1016;20;3012
"892";2020-04-17;"Peru";998;26;421
"893";2020-04-18;"Peru";931;48;143
"894";2020-04-19;"Peru";1208;52;127
"895";2020-04-20;"Peru";697;45;157
"896";2020-04-21;"Peru";1512;39;14
"897";2020-04-22;"Peru";1413;46;45
"898";2020-04-23;"Peru";1664;42;395
"899";2020-04-24;"Peru";734;62;74
"900";2020-04-25;"Peru";3683;66;301
"901";2020-04-26;"Peru";2186;28;291
"902";2020-04-27;"Peru";1182;54;337
"903";2020-04-28;"Peru";2491;72;754
"904";2020-04-29;"Peru";2741;89;858
"905";2020-04-30;"Peru";3045;108;368
"906";2020-05-01;"Peru";3483;73;724
"907";2020-05-02;"Peru";2075;76;1305
"908";2020-05-03;"Peru";3394;86;1116
"909";2020-05-04;"Peru";1444;58;877
"910";2020-05-05;"Peru";3817;100;986
"911";2020-05-06;"Peru";3628;89;2114
"912";2020-05-07;"Peru";3709;94;861
"913";2020-05-08;"Peru";3321;87;624
"914";2020-05-09;"Peru";3168;100;1234
"915";2020-05-10;"Peru";2292;75;1103
"916";2020-05-11;"Peru";1515;72;1057
"917";2020-05-12;"Peru";3237;96;918
"918";2020-05-13;"Peru";4247;112;1000
"919";2020-05-14;"Peru";4298;98;827
"920";2020-05-15;"Peru";3891;125;1996
"921";2020-01-22;"Venezuela";0;0;0
"922";2020-01-23;"Venezuela";0;0;0
"923";2020-01-24;"Venezuela";0;0;0
"924";2020-01-25;"Venezuela";0;0;0
"925";2020-01-26;"Venezuela";0;0;0
"926";2020-01-27;"Venezuela";0;0;0
"927";2020-01-28;"Venezuela";0;0;0
"928";2020-01-29;"Venezuela";0;0;0
"929";2020-01-30;"Venezuela";0;0;0
"930";2020-01-31;"Venezuela";0;0;0
"931";2020-02-01;"Venezuela";0;0;0
"932";2020-02-02;"Venezuela";0;0;0
"933";2020-02-03;"Venezuela";0;0;0
"934";2020-02-04;"Venezuela";0;0;0
"935";2020-02-05;"Venezuela";0;0;0
"936";2020-02-06;"Venezuela";0;0;0
"937";2020-02-07;"Venezuela";0;0;0
"938";2020-02-08;"Venezuela";0;0;0
"939";2020-02-09;"Venezuela";0;0;0
"940";2020-02-10;"Venezuela";0;0;0
"941";2020-02-11;"Venezuela";0;0;0
"942";2020-02-12;"Venezuela";0;0;0
"943";2020-02-13;"Venezuela";0;0;0
"944";2020-02-14;"Venezuela";0;0;0
"945";2020-02-15;"Venezuela";0;0;0
"946";2020-02-16;"Venezuela";0;0;0
"947";2020-02-17;"Venezuela";0;0;0
"948";2020-02-18;"Venezuela";0;0;0
"949";2020-02-19;"Venezuela";0;0;0
"950";2020-02-20;"Venezuela";0;0;0
"951";2020-02-21;"Venezuela";0;0;0
"952";2020-02-22;"Venezuela";0;0;0
"953";2020-02-23;"Venezuela";0;0;0
"954";2020-02-24;"Venezuela";0;0;0
"955";2020-02-25;"Venezuela";0;0;0
"956";2020-02-26;"Venezuela";0;0;0
"957";2020-02-27;"Venezuela";0;0;0
"958";2020-02-28;"Venezuela";0;0;0
"959";2020-02-29;"Venezuela";0;0;0
"960";2020-03-01;"Venezuela";0;0;0
"961";2020-03-02;"Venezuela";0;0;0
"962";2020-03-03;"Venezuela";0;0;0
"963";2020-03-04;"Venezuela";0;0;0
"964";2020-03-05;"Venezuela";0;0;0
"965";2020-03-06;"Venezuela";0;0;0
"966";2020-03-07;"Venezuela";0;0;0
"967";2020-03-08;"Venezuela";0;0;0
"968";2020-03-09;"Venezuela";0;0;0
"969";2020-03-10;"Venezuela";0;0;0
"970";2020-03-11;"Venezuela";0;0;0
"971";2020-03-12;"Venezuela";0;0;0
"972";2020-03-13;"Venezuela";0;0;0
"973";2020-03-14;"Venezuela";2;0;0
"974";2020-03-15;"Venezuela";8;0;0
"975";2020-03-16;"Venezuela";7;0;0
"976";2020-03-17;"Venezuela";16;0;0
"977";2020-03-18;"Venezuela";3;0;0
"978";2020-03-19;"Venezuela";6;0;0
"979";2020-03-20;"Venezuela";0;0;0
"980";2020-03-21;"Venezuela";28;0;0
"981";2020-03-22;"Venezuela";0;0;15
"982";2020-03-23;"Venezuela";7;0;0
"983";2020-03-24;"Venezuela";7;0;0
"984";2020-03-25;"Venezuela";7;0;0
"985";2020-03-26;"Venezuela";16;0;0
"986";2020-03-27;"Venezuela";0;1;16
"987";2020-03-28;"Venezuela";12;1;8
"988";2020-03-29;"Venezuela";0;0;0
"989";2020-03-30;"Venezuela";16;1;0
"990";2020-03-31;"Venezuela";0;0;0
"991";2020-04-01;"Venezuela";8;0;2
"992";2020-04-02;"Venezuela";3;2;2
"993";2020-04-03;"Venezuela";7;2;9
"994";2020-04-04;"Venezuela";2;0;0
"995";2020-04-05;"Venezuela";4;0;0
"996";2020-04-06;"Venezuela";6;0;13
"997";2020-04-07;"Venezuela";0;0;0
"998";2020-04-08;"Venezuela";2;2;0
"999";2020-04-09;"Venezuela";4;0;19
"1000";2020-04-10;"Venezuela";0;0;0
"1001";2020-04-11;"Venezuela";4;0;9
"1002";2020-04-12;"Venezuela";6;0;0
"1003";2020-04-13;"Venezuela";8;0;17
"1004";2020-04-14;"Venezuela";0;0;0
"1005";2020-04-15;"Venezuela";8;0;1
"1006";2020-04-16;"Venezuela";7;0;0
"1007";2020-04-17;"Venezuela";0;0;0
"1008";2020-04-18;"Venezuela";23;0;2
"1009";2020-04-19;"Venezuela";29;0;4
"1010";2020-04-20;"Venezuela";0;0;0
"1011";2020-04-21;"Venezuela";29;1;0
"1012";2020-04-22;"Venezuela";3;0;5
"1013";2020-04-23;"Venezuela";23;0;4
"1014";2020-04-24;"Venezuela";7;0;6
"1015";2020-04-25;"Venezuela";5;0;0
"1016";2020-04-26;"Venezuela";2;0;5
"1017";2020-04-27;"Venezuela";4;0;5
"1018";2020-04-28;"Venezuela";0;0;0
"1019";2020-04-29;"Venezuela";2;0;0
"1020";2020-04-30;"Venezuela";2;6;0
"1021";2020-05-01;"Venezuela";2;-6;6
"1022";2020-05-02;"Venezuela";10;0;0
"1023";2020-05-03;"Venezuela";12;0;10
"1024";2020-05-04;"Venezuela";0;0;0
"1025";2020-05-05;"Venezuela";4;0;0
"1026";2020-05-06;"Venezuela";18;0;18
"1027";2020-05-07;"Venezuela";2;0;9
"1028";2020-05-08;"Venezuela";7;0;5
"1029";2020-05-09;"Venezuela";14;0;0
"1030";2020-05-10;"Venezuela";12;0;3
"1031";2020-05-11;"Venezuela";8;0;12
"1032";2020-05-12;"Venezuela";1;0;15
"1033";2020-05-13;"Venezuela";0;0;0
"1034";2020-05-14;"Venezuela";32;0;0
"1035";2020-05-15;"Venezuela";4;0;9
